,index,school,early,mid,major
604,4,University of Colorado Boulder,81700,143600,computer-science
605,5,Western Washington University,85000,143400,computer-science
606,6,California State University-Sacramento,81300,143200,computer-science
607,7,Point Loma Nazarene University,80900,142900,computer-science
608,8,Siena College,74500,142600,computer-science
609,9,The University of Texas at Dallas,78100,142300,computer-science
610,10,Michigan State University,77900,142200,computer-science
611,11,San Diego State University,75300,142200,computer-science
612,12,University of Puget Sound,86900,142100,computer-science
613,13,Binghamton University,82600,142100,computer-science
614,14,College of Staten Island CUNY,81600,142100,computer-science
615,15,University of Mary Washington,78800,141800,computer-science
616,16,Bethel University (Minnesota),83800,141800,computer-science
617,17,California State University-East Bay,80400,141700,computer-science
618,18,Loras College,73700,141600,computer-science
619,19,California State University-Northridge,74100,141400,computer-science
620,20,Wentworth Institute of Technology,77000,141100,computer-science
621,21,SUNY at Albany,68100,141000,computer-science
622,22,North Carolina State University at Raleigh,79200,140700,computer-science
623,23,Loyola University Maryland,77500,140300,computer-science
624,24,University of Utah,77200,140200,computer-science
625,0,Citadel Military College of South Carolina,89700,139800,computer-science
626,1,Drake University,71500,139800,computer-science
627,2,San Francisco State University,81200,139400,computer-science
628,3,Washington State University,82200,139000,computer-science
629,4,Loyola Marymount University,77100,139000,computer-science
630,5,Bentley University,83100,138800,computer-science
631,6,Pacific Lutheran University,87700,138600,computer-science
632,7,Manhattan College,79400,138300,computer-science
633,8,New Mexico Institute of Mining and Technology,82200,138200,computer-science
634,9,Syracuse University,77900,138200,computer-science
635,10,Long Island University,75200,137900,computer-science
636,11,Southern Methodist University,83900,137900,computer-science
637,12,Plymouth State University,84000,137600,computer-science
638,13,California State University-Chico,78400,137500,computer-science
639,14,Missouri University of Science and Technology,73900,137200,computer-science
640,15,University of Georgia,82300,137100,computer-science
641,16,Westminster College (Utah),73300,137000,computer-science
642,17,University of Oregon,71700,137000,computer-science
643,18,Spelman College,76000,136800,computer-science
644,19,Colorado State University-Fort Collins,74800,136800,computer-science
645,20,University of Connecticut,80500,136600,computer-science
646,21,University of the Pacific,75300,136600,computer-science
647,22,University of Scranton,61700,136400,computer-science
648,23,University of Massachusetts-Lowell,74200,136400,computer-science
649,24,Xavier University,74400,136300,computer-science
650,0,Sam Houston State University,64500,136200,computer-science
651,1,University of Wisconsin-Madison,83800,136100,computer-science
652,2,Northern Illinois University,72900,136000,computer-science
653,3,Northeastern University,88800,135900,computer-science
654,4,North Dakota State University-Main Campus,72400,135800,computer-science
655,5,Eastern New Mexico University-Main Campus,69100,135800,computer-science
656,6,Wittenberg University,74700,135700,computer-science
657,7,Adelphi University,68500,135700,computer-science
658,8,University of Illinois Chicago,75700,135500,computer-science
659,9,Illinois Institute of Technology,80400,135200,computer-science
660,10,University of Miami,76400,135100,computer-science
661,11,Loyola University Chicago,76200,135000,computer-science
662,12,University of San Francisco,87500,135000,computer-science
663,13,The University of Alabama,73000,134900,computer-science
664,14,University of Massachusetts-Dartmouth,75300,134700,computer-science
665,15,California Lutheran University,69400,134500,computer-science
666,16,University of California-Riverside,82000,134500,computer-science
667,17,South Dakota State University,77700,134400,computer-science
668,18,Indiana University-Bloomington,70700,134300,computer-science
669,19,Bryant University,69900,134200,computer-science
670,20,New Jersey Institute of Technology,73600,134200,computer-science
671,21,Kettering University,75500,134200,computer-science
672,22,Rose-Hulman Institute of Technology,92200,133900,computer-science
673,23,West Chester University of Pennsylvania,73500,133600,computer-science
674,24,University of Maryland-Baltimore County,76600,133500,computer-science
675,0,Marist College,74500,133400,computer-science
676,1,Eastern Connecticut State University,74800,133400,computer-science
677,2,Ramapo College of New Jersey,67900,133300,computer-science
678,3,CUNY Queens College,77300,133200,computer-science
679,4,Union College (New York),74600,133000,computer-science
680,5,Lewis University,68200,133000,computer-science
681,6,Clarkson University,74600,133000,computer-science
682,7,Miami University-Oxford,73700,132800,computer-science
683,8,Drexel University,75900,132700,computer-science
684,9,University of New Mexico-Main Campus,74700,132700,computer-science
685,10,College of Charleston,75400,132600,computer-science
686,11,SUNY College at Geneseo,78500,132600,computer-science
687,12,Texas A & M University-Commerce,68900,132500,computer-science
688,13,University of Kentucky,71700,132400,computer-science
689,14,California State Polytechnic University-Pomona,73900,132400,computer-science
690,15,Texas State University,71800,132100,computer-science
691,16,Rutgers University-Newark,75000,132100,computer-science
692,17,Embry-Riddle Aeronautical University-Daytona Beach,73600,132100,computer-science
693,18,United States Air Force Academy,68900,131900,computer-science
694,19,Tennessee Technological University,70300,131800,computer-science
695,20,City University of Seattle,77400,131800,computer-science
696,21,California State University-Long Beach,78400,131600,computer-science
697,22,Christopher Newport University,71800,131500,computer-science
698,23,University of Kansas,73200,131300,computer-science
699,24,University of Wisconsin-Eau Claire,72400,131200,computer-science
700,0,Texas A & M University-College Station,77300,131200,computer-science
701,1,Bradley University,67600,131200,computer-science
702,2,Sonoma State University,78900,131200,computer-science
703,3,Seton Hall University,72700,131000,computer-science
704,4,University of Massachusetts-Boston,70100,130800,computer-science
705,5,Hofstra University,71600,130700,computer-science
706,6,University of North Carolina Wilmington,72100,130500,computer-science
707,7,DePaul University,74400,130400,computer-science
708,8,Trinity University,69000,130300,computer-science
709,9,California State University-Fullerton,67000,130300,computer-science
710,10,University of Wyoming,71300,130300,computer-science
711,11,West Virginia University,72900,130200,computer-science
712,12,Saint Cloud State University,69400,130200,computer-science
713,13,University of Maine,77000,130200,computer-science
714,14,Kansas State University,72000,130200,computer-science
715,15,University of Dayton,71400,130100,computer-science
716,16,University of Mississippi,71600,130000,computer-science
717,17,Macalester College,80800,129900,computer-science
718,18,Montclair State University,66000,129800,computer-science
719,19,Framingham State University,68100,129800,computer-science
720,20,Arizona State University Campus Immersion,75500,129800,computer-science
721,21,University of Missouri-Columbia,77900,129600,computer-science
722,22,Hope College,74200,129500,computer-science
723,23,La Salle University,69100,129400,computer-science
724,24,State University of New York at New Paltz,72400,129400,computer-science
725,0,Villanova University,76500,129200,computer-science
726,1,The Evergreen State College,81200,129100,computer-science
727,2,University of Florida,76900,129100,computer-science
728,3,Baylor University,79500,129000,computer-science
729,4,Rochester Institute of Technology,76300,129000,computer-science
730,5,University of Denver,73900,129000,computer-science
731,6,University of Vermont,73900,128900,computer-science
732,7,Iowa State University,78000,128900,computer-science
733,8,Humboldt State University,68400,128900,computer-science
734,9,California State University-San Bernardino,73300,128900,computer-science
735,10,University of New Hampshire-Main Campus,76800,128700,computer-science
736,11,University of Evansville,69400,128700,computer-science
737,12,University of South Dakota,70800,128600,computer-science
738,13,Columbia College Chicago,72200,128500,computer-science
739,14,Nova Southeastern University,63500,128300,computer-science
740,15,University of Houston,72000,128200,computer-science
741,16,University of Louisiana at Lafayette,67300,128200,computer-science
742,17,Oklahoma State University-Main Campus,67400,128100,computer-science
743,18,Rider University,66300,127900,computer-science
744,19,University of Arizona,78000,127900,computer-science
745,20,Texas Tech University,75700,127700,computer-science
746,21,Augusta University,68600,127600,computer-science
747,22,Towson University,70200,127600,computer-science
748,23,The University of Texas at Arlington,71400,127500,computer-science
749,24,Rutgers University-Camden,69200,127300,computer-science
750,0,Montana State University,73800,127300,computer-science
751,1,University of Hawaii at Manoa,71000,127300,computer-science
752,2,Southern Illinois University-Edwardsville,70300,127200,computer-science
753,3,University of Redlands,71200,127100,computer-science
754,4,Portland State University,78400,127000,computer-science
755,5,Michigan Technological University,70600,126900,computer-science
756,6,Rowan University,68800,126900,computer-science
757,7,Northern Arizona University,65500,126700,computer-science
758,8,Ohio University-Main Campus,68000,126700,computer-science
759,9,Taylor University,76100,126700,computer-science
760,10,University of Iowa,72600,126400,computer-science
761,11,Purdue University-Main Campus,75600,126200,computer-science
762,12,University of Wisconsin-La Crosse,69400,126000,computer-science
763,13,Providence College,71300,126000,computer-science
764,14,University of Nebraska-Lincoln,72800,126000,computer-science
765,15,Western Illinois University,66200,126000,computer-science
766,16,Clemson University,74700,125900,computer-science
767,17,Louisiana State University and Agricultural & Mechanical College,69300,125900,computer-science
768,18,Cornell College,73000,125700,computer-science
